index,french,english,audio,Semantic Domain,Bloom's Category,Aspectual Class
1381,estomper,to blur/fade,french_audio/estomper.mp3,Perception,Analysis,Achievement
1382,stationner,to park/stand,french_audio/stationner.mp3,Motion/Space,Knowledge,Activity
1383,tresser,to braid/weave,french_audio/tresser.mp3,Creation/Change,Synthesis,Accomplishment
1384,surplomber,to overhang,french_audio/surplomber.mp3,Existence/State,Knowledge,State
1385,enquérir,to inquire,french_audio/enquérir.mp3,Communication,Analysis,Activity
1386,écarquiller,to open wide (eyes),french_audio/écarquiller.mp3,Bodily Function,Knowledge,Achievement
1387,dénicher,to find/unearth,french_audio/dénicher.mp3,Possession,Knowledge,Achievement
1388,épater,to amaze/wow,french_audio/épater.mp3,Emotion/Affect,Evaluation,Achievement
1389,initier,to initiate,french_audio/initier.mp3,Activity/Social,Application,Achievement
1390,mouler,to mold,french_audio/mouler.mp3,Creation/Change,Application,Accomplishment
1391,gouverner,to govern,french_audio/gouverner.mp3,Activity/Social,Application,Activity
1392,abstenir,to abstain,french_audio/abstenir.mp3,Activity/Social,Evaluation,Achievement
1393,chavirer,to capsize/turn over,french_audio/chavirer.mp3,Motion/Space,Knowledge,Achievement
1394,reparler,to speak again,french_audio/reparler.mp3,Communication,Knowledge,Activity
1395,bombarder,to bombard,french_audio/bombarder.mp3,Physical Contact,Application,Activity
1396,camoufler,to camouflage,french_audio/camoufler.mp3,Physical Contact,Application,Achievement
1397,améliorer,to improve,french_audio/améliorer.mp3,Creation/Change,Analysis,Achievement
1398,amplifier,to amplify,french_audio/amplifier.mp3,Perception,Analysis,Achievement
1399,sillonner,to travel all over,french_audio/sillonner.mp3,Motion/Space,Application,Activity
1400,enivrer,to intoxicate,french_audio/enivrer.mp3,Emotion/Affect,Knowledge,Achievement
1401,contester,to contest/dispute,french_audio/contester.mp3,Communication,Evaluation,Activity
1402,atteler,to harness/tackle,french_audio/atteler.mp3,Activity/Social,Application,Accomplishment
1403,contraster,to contrast,french_audio/contraster.mp3,Cognition,Analysis,State
1404,refroidir,to cool down,french_audio/refroidir.mp3,Creation/Change,Knowledge,Accomplishment
1405,ensevelir,to bury/shroud,french_audio/ensevelir.mp3,Physical Contact,Application,Achievement
1406,voter,to vote,french_audio/voter.mp3,Activity/Social,Evaluation,Achievement
1407,vernir,to varnish,french_audio/vernir.mp3,Creation/Change,Application,Accomplishment
1408,fausser,to distort/falsify,french_audio/fausser.mp3,Communication,Analysis,Achievement
1409,chiner,to hunt for antiques/tease,french_audio/chiner.mp3,Activity/Social,Application,Activity
1410,régir,to govern/rule,french_audio/régir.mp3,Activity/Social,Knowledge,State
1411,patienter,to wait patiently,french_audio/patienter.mp3,Existence/State,Knowledge,Activity
1412,copier,to copy,french_audio/copier.mp3,Communication,Knowledge,Activity
1413,esquiver,to dodge/evade,french_audio/esquiver.mp3,Motion/Space,Application,Achievement
1414,toiser,to eye up/measure,french_audio/toiser.mp3,Perception,Evaluation,Activity
1415,saouler,to get drunk,french_audio/saouler.mp3,Bodily Function,Knowledge,Achievement
1416,pétrifier,to petrify,french_audio/pétrifier.mp3,Emotion/Affect,Knowledge,Achievement
1417,assimiler,to assimilate,french_audio/assimiler.mp3,Cognition,Comprehension,Accomplishment
1418,récompenser,to reward,french_audio/récompenser.mp3,Activity/Social,Evaluation,Achievement
1419,piller,to loot/plunder,french_audio/piller.mp3,Activity/Social,Application,Activity
1420,dégouliner,to drip/trickle,french_audio/dégouliner.mp3,Motion/Space,Knowledge,Activity
1421,rendormir,to go back to sleep,french_audio/rendormir.mp3,Bodily Function,Knowledge,Achievement
1422,déraper,to skid/slip,french_audio/déraper.mp3,Motion/Space,Knowledge,Achievement
1423,jaunir,to turn yellow,french_audio/jaunir.mp3,Existence/State,Knowledge,Accomplishment
1424,visser,to screw in,french_audio/visser.mp3,Physical Contact,Application,Achievement
1425,esclaffer,to burst out laughing,french_audio/esclaffer.mp3,Bodily Function,Knowledge,Achievement
1426,mûrir,to ripen/mature,french_audio/mûrir.mp3,Existence/State,Knowledge,Accomplishment
1427,expulser,to expel,french_audio/expulser.mp3,Activity/Social,Application,Achievement
1428,modeler,to model/shape,french_audio/modeler.mp3,Creation/Change,Synthesis,Accomplishment
1429,entonner,to burst into song,french_audio/entonner.mp3,Communication,Application,Achievement
1430,déboutonner,to unbutton,french_audio/déboutonner.mp3,Physical Contact,Application,Achievement
1431,crouler,to crumble/collapse (pressure/overload),french_audio/crouler.mp3,Existence/State,Knowledge,Achievement
1432,happer,to snatch/grab,french_audio/happer.mp3,Physical Contact,Knowledge,Achievement
1433,proférer,to utter,french_audio/proférer.mp3,Communication,Application,Achievement
1434,amasser,to amass (usually intentionally),french_audio/amasser.mp3,Possession,Knowledge,Accomplishment
1435,harceler,to harass,french_audio/harceler.mp3,Activity/Social,Application,Activity
1436,implorer,to implore,french_audio/implorer.mp3,Communication,Application,Activity
1437,substituer,to substitute,french_audio/substituer.mp3,Creation/Change,Analysis,Achievement
1438,désarmer,to disarm,french_audio/désarmer.mp3,Activity/Social,Application,Achievement
1439,transpercer,to pierce through,french_audio/transpercer.mp3,Physical Contact,Application,Achievement
1440,recoucher,to put back to bed,french_audio/recoucher.mp3,Bodily Function,Application,Achievement
1441,ébrouer,to snort/shake oneself,french_audio/ébrouer.mp3,Bodily Function,Knowledge,Activity
1442,divorcer,to divorce,french_audio/divorcer.mp3,Activity/Social,Knowledge,Achievement
1443,bouder,to pout/sulk,french_audio/bouder.mp3,Emotion/Affect,Knowledge,State
1444,brancher,to plug in/connect,french_audio/brancher.mp3,Physical Contact,Application,Achievement
1445,déplorer,to deplore,french_audio/déplorer.mp3,Emotion/Affect,Evaluation,State
1446,souder,to weld/solder,french_audio/souder.mp3,Creation/Change,Application,Accomplishment
1447,refluer,to ebb/flow back,french_audio/refluer.mp3,Motion/Space,Knowledge,Activity
1448,gorger,to gorge/stuff,french_audio/gorger.mp3,Bodily Function,Application,Accomplishment
1449,administrer,to administer,french_audio/administrer.mp3,Activity/Social,Application,Activity
1450,devancer,to get ahead of,french_audio/devancer.mp3,Motion/Space,Analysis,Achievement
1451,éliminer,to eliminate,french_audio/éliminer.mp3,Activity/Social,Analysis,Achievement
1452,ébaucher,to sketch/outline,french_audio/ébaucher.mp3,Creation/Change,Synthesis,Accomplishment
1453,tripoter,to fiddle with,french_audio/tripoter.mp3,Physical Contact,Knowledge,Activity
1454,épouvanter,to terrify,french_audio/épouvanter.mp3,Emotion/Affect,Knowledge,Achievement
1455,gicler,to spray/squirt,french_audio/gicler.mp3,Motion/Space,Knowledge,Achievement
1456,allier,to ally/combine,french_audio/allier.mp3,Activity/Social,Synthesis,Achievement
1457,griffonner,to scribble,french_audio/griffonner.mp3,Communication,Application,Activity
1458,sautiller,to hop/skip,french_audio/sautiller.mp3,Motion/Space,Application,Activity
1459,tanguer,to pitch/sway,french_audio/tanguer.mp3,Motion/Space,Knowledge,Activity
1460,saper,to undermine,french_audio/saper.mp3,Activity/Social,Analysis,Activity
1461,répercuter,to echo/pass on,french_audio/répercuter.mp3,Communication,Analysis,Achievement
1462,renouer,to renew/tie again,french_audio/renouer.mp3,Activity/Social,Application,Achievement
1463,essouffler,to put out of breath,french_audio/essouffler.mp3,Bodily Function,Knowledge,Achievement
1464,rajeunir,to rejuvenate,french_audio/rajeunir.mp3,Existence/State,Knowledge,Accomplishment
1465,affaiblir,to weaken,french_audio/affaiblir.mp3,Existence/State,Knowledge,Accomplishment
1466,contredire,to contradict,french_audio/contredire.mp3,Communication,Evaluation,Activity
1467,reconstruire,to rebuild,french_audio/reconstruire.mp3,Creation/Change,Synthesis,Accomplishment
1468,soustraire,to subtract/remove,french_audio/soustraire.mp3,Cognition,Analysis,Achievement
1469,fracasser,to smash,french_audio/fracasser.mp3,Physical Contact,Application,Achievement
1470,simplifier,to simplify,french_audio/simplifier.mp3,Cognition,Synthesis,Achievement
1471,attabler,to sit at the table,french_audio/attabler.mp3,Activity/Social,Knowledge,Achievement
1472,trier,to sort,french_audio/trier.mp3,Cognition,Analysis,Activity
1473,démonter,to dismantle,french_audio/démonter.mp3,Physical Contact,Analysis,Achievement
1474,ressaisir,to pull oneself together,french_audio/ressaisir.mp3,Emotion/Affect,Application,Achievement
1475,perler,to bead/drip,french_audio/perler.mp3,Motion/Space,Knowledge,Activity
1476,dédier,to dedicate,french_audio/dédier.mp3,Communication,Application,Achievement
1477,délaisser,to neglect/abandon,french_audio/délaisser.mp3,Activity/Social,Evaluation,State
1478,boiter,to limp,french_audio/boiter.mp3,Motion/Space,Knowledge,Activity
1479,caser,to fit in/place,french_audio/caser.mp3,Motion/Space,Application,Achievement
1480,terrer,to earth up/hide,french_audio/terrer.mp3,Motion/Space,Knowledge,Achievement
1481,gamberger,to mull over (slang),french_audio/gamberger.mp3,Cognition,Analysis,Activity
1482,replacer,to put back,french_audio/replacer.mp3,Motion/Space,Application,Achievement
1483,reporter,to postpone/report,french_audio/reporter.mp3,Communication,Application,Achievement
1484,friser,to curl/border on,french_audio/friser.mp3,Physical Contact,Knowledge,State
1485,égrener,to seed/list,french_audio/égrener.mp3,Creation/Change,Application,Activity
1486,enserrer,to squeeze/enclose,french_audio/enserrer.mp3,Physical Contact,Application,State
1487,maculer,to stain/smudge,french_audio/maculer.mp3,Physical Contact,Knowledge,Achievement
1488,déambuler,to stroll/wander,french_audio/déambuler.mp3,Motion/Space,Application,Activity
1489,assourdir,to deafen/muffle,french_audio/assourdir.mp3,Perception,Knowledge,Achievement
1490,retrancher,to subtract/hide,french_audio/retrancher.mp3,Cognition,Analysis,Achievement
1491,étourdir,to stun/daze,french_audio/étourdir.mp3,Perception,Knowledge,Achievement
1492,approfondir,to deepen,french_audio/approfondir.mp3,Cognition,Analysis,Accomplishment
1493,mijoter,to simmer/plot,french_audio/mijoter.mp3,Creation/Change,Application,Activity
1494,inverser,to reverse,french_audio/inverser.mp3,Cognition,Analysis,Achievement
1495,endurer,to endure,french_audio/endurer.mp3,Emotion/Affect,Knowledge,State
1496,enrager,to be furious,french_audio/enrager.mp3,Emotion/Affect,Knowledge,State
1497,escorter,to escort,french_audio/escorter.mp3,Activity/Social,Application,Activity
1498,rétrécir,to shrink,french_audio/rétrécir.mp3,Existence/State,Knowledge,Accomplishment
1499,altérer,to alter/spoil,french_audio/altérer.mp3,Creation/Change,Analysis,Achievement
1500,affluer,to flock/flow in,french_audio/affluer.mp3,Motion/Space,Knowledge,Activity
